Year,City,NOC,Country,GoldMedals,SilverMedals,BronzeMedals,TotalMedals,ParticipationStatus,BoycottBy
1964,Tokyo,POL,Poland,7.0,6.0,10.0,23.0,participated,
1964,Tokyo,ROU,Romania,2.0,4.0,6.0,12.0,participated,
1964,Tokyo,SUI,Switzerland,1.0,2.0,1.0,4.0,participated,
1964,Tokyo,SWE,Sweden,2.0,2.0,4.0,8.0,participated,
1964,Tokyo,TCH,Czechoslovakia,5.0,6.0,3.0,14.0,participated,
1964,Tokyo,TTO,Trinidad and Tobago,0.0,1.0,2.0,3.0,participated,
1964,Tokyo,TUN,Tunisia,0.0,1.0,1.0,2.0,participated,
1964,Tokyo,TUR,Turkey,2.0,3.0,1.0,6.0,participated,
1964,Tokyo,URS,Soviet Union,30.0,30.0,33.0,93.0,participated,
1964,Tokyo,URU,Uruguay,0.0,0.0,1.0,1.0,participated,
1964,Tokyo,USA,United States,36.0,26.0,28.0,90.0,participated,
1964,Tokyo,YUG,Yugoslavia,2.0,1.0,2.0,5.0,participated,
1968,Mexico City,ARG,Argentina,0.0,0.0,2.0,2.0,participated,
1968,Mexico City,AUS,Australia,5.0,7.0,5.0,17.0,participated,
1968,Mexico City,AUT,Austria,0.0,2.0,2.0,4.0,participated,
1968,Mexico City,BEL,Belgium,0.0,1.0,1.0,2.0,participated,
1968,Mexico City,BRA,Brazil,0.0,1.0,2.0,3.0,participated,
1968,Mexico City,BUL,Bulgaria,2.0,4.0,3.0,9.0,participated,
1968,Mexico City,CAN,Canada,1.0,3.0,1.0,5.0,participated,
1968,Mexico City,CMR,Cameroon,0.0,1.0,0.0,1.0,participated,
1968,Mexico City,CUB,Cuba,0.0,4.0,0.0,4.0,participated,
1968,Mexico City,DEN,Denmark,1.0,4.0,3.0,8.0,participated,
1968,Mexico City,ETH,Ethiopia,1.0,1.0,0.0,2.0,participated,
1968,Mexico City,FIN,Finland,1.0,2.0,1.0,4.0,participated,
1968,Mexico City,FRA,France,7.0,3.0,5.0,15.0,participated,
1968,Mexico City,FRG,West Germany,5.0,11.0,10.0,26.0,participated,
1968,Mexico City,GBR,Great Britain,5.0,5.0,3.0,13.0,participated,
1968,Mexico City,GDR,East Germany,9.0,9.0,7.0,25.0,participated,
1968,Mexico City,GRE,Greece,0.0,0.0,1.0,1.0,participated,
1968,Mexico City,HUN,Hungary,10.0,10.0,12.0,32.0,participated,
1968,Mexico City,IND,India,0.0,0.0,1.0,1.0,participated,
1968,Mexico City,IRI,Iran,2.0,1.0,2.0,5.0,participated,
1968,Mexico City,ITA,Italy,3.0,4.0,9.0,16.0,participated,
1968,Mexico City,JAM,Jamaica,0.0,1.0,0.0,1.0,participated,
1968,Mexico City,JPN,Japan,11.0,7.0,7.0,25.0,participated,
1968,Mexico City,KEN,Kenya,3.0,4.0,2.0,9.0,participated,
1968,Mexico City,KOR,South Korea,0.0,1.0,1.0,2.0,participated,
1968,Mexico City,MEX,Mexico,3.0,3.0,3.0,9.0,participated,
1968,Mexico City,MGL,Mongolia,0.0,1.0,3.0,4.0,participated,
1968,Mexico City,NED,Netherlands,3.0,3.0,1.0,7.0,participated,
1968,Mexico City,NOR,Norway,1.0,1.0,0.0,2.0,participated,
1968,Mexico City,NZL,New Zealand,1.0,0.0,2.0,3.0,participated,
1968,Mexico City,PAK,Pakistan,1.0,0.0,0.0,1.0,participated,
1968,Mexico City,POL,Poland,5.0,2.0,11.0,18.0,participated,
1968,Mexico City,ROU,Romania,4.0,6.0,5.0,15.0,participated,
1968,Mexico City,SUI,Switzerland,0.0,1.0,4.0,5.0,participated,
1968,Mexico City,SWE,Sweden,2.0,1.0,1.0,4.0,participated,
1968,Mexico City,TCH,Czechoslovakia,7.0,2.0,4.0,13.0,participated,
1968,Mexico City,TPE,Chinese Taipei,0.0,0.0,1.0,1.0,participated,
1968,Mexico City,TUN,Tunisia,1.0,0.0,1.0,2.0,participated,
1968,Mexico City,TUR,Turkey,2.0,0.0,0.0,2.0,participated,
1968,Mexico City,UGA,Uganda,0.0,1.0,1.0,2.0,participated,
1968,Mexico City,URS,Soviet Union,29.0,32.0,30.0,91.0,participated,
1968,Mexico City,USA,United States,45.0,28.0,34.0,107.0,participated,
1968,Mexico City,VEN,Venezuela,1.0,0.0,0.0,1.0,participated,
1968,Mexico City,YUG,Yugoslavia,3.0,3.0,2.0,8.0,participated,
1972,Munich,ARG,Argentina,0.0,1.0,0.0,1.0,participated,
1972,Munich,AUS,Australia,8.0,7.0,2.0,17.0,participated,
1972,Munich,AUT,Austria,0.0,1.0,2.0,3.0,participated,
1972,Munich,BEL,Belgium,0.0,2.0,0.0,2.0,participated,
1972,Munich,BRA,Brazil,0.0,0.0,2.0,2.0,participated,
1972,Munich,BUL,Bulgaria,6.0,10.0,5.0,21.0,participated,
1972,Munich,CAN,Canada,0.0,2.0,3.0,5.0,participated,
1972,Munich,COL,Colombia,0.0,1.0,2.0,3.0,participated,
